-5.3896,1.5843,0.3229,172.6,167.01,96.719,87.157,0.52194,177.31,175.35,0.12215
-5.3673,1.6405,0.32285,172.42,167.09,96.68,87.126,0.52159,177.27,175.35,0.12227
-5.3664,1.6801,0.32276,172.24,167.18,96.635,87.088,0.52124,177.22,175.34,0.12239
-5.3926,1.6978,0.32262,172.08,167.28,96.582,87.041,0.52091,177.17,175.34,0.12251
-5.4518,1.6882,0.32242,171.93,167.38,96.521,86.985,0.52059,177.12,175.33,0.12263
-5.5495,1.6462,0.32217,171.81,167.5,96.451,86.92,0.5203,177.06,175.32,0.12275
-5.6905,1.567,0.32186,171.71,167.62,96.372,86.844,0.52004,177,175.31,0.12287
-5.8787,1.4468,0.32148,171.63,167.74,96.285,86.758,0.51982,176.93,175.29,0.12299
-6.1164,1.2828,0.32103,171.59,167.87,96.189,86.662,0.51965,176.87,175.28,0.12311
-6.4039,1.0741,0.32052,171.57,168,96.085,86.557,0.51952,176.8,175.26,0.12323
-6.7388,0.82142,0.31994,171.59,168.12,95.974,86.443,0.51945,176.72,175.23,0.12335
-7.1156,0.52835,0.3193,171.63,168.23,95.858,86.322,0.51942,176.64,175.21,0.12347
-7.5251,0.20121,0.31861,171.7,168.33,95.737,86.194,0.51945,176.56,175.18,0.12359
-7.9538,-0.1503,0.31787,171.79,168.4,95.612,86.063,0.51952,176.48,175.15,0.1237
-8.3834,-0.5128,0.3171,171.91,168.44,95.486,85.928,0.51964,176.4,175.12,0.12381
-8.7907,-0.86897,0.31631,172.03,168.44,95.358,85.792,0.51979,176.31,175.09,0.12391
-9.1475,-1.1973,0.31552,172.16,168.39,95.23,85.656,0.51998,176.23,175.06,0.124
-9.4202,-1.4722,0.31472,172.28,168.29,95.103,85.522,0.5202,176.14,175.03,0.12408
-9.5703,-1.664,0.31395,172.39,168.11,94.977,85.39,0.52043,176.05,175.01,0.12415
-9.5552,-1.7391,0.3132,172.47,167.85,94.852,85.261,0.52067,175.96,174.98,0.12419
-9.3285,-1.6608,0.31249,172.53,167.51,94.727,85.136,0.5209,175.87,174.96,0.12421
-8.841,-1.3897,0.31183,172.53,167.08,94.603,85.016,0.52113,175.77,174.94,0.12419
-8.0427,-0.88475,0.31122,172.49,166.54,94.478,84.899,0.52134,175.67,174.92,0.12413
-6.8837,-0.10447,0.31068,172.37,165.91,94.352,84.787,0.52151,175.57,174.91,0.12402
-5.3162,0.99195,0.3102,172.19,165.17,94.224,84.678,0.52165,175.47,174.91,0.12386
-3.297,2.443,0.3098,171.93,164.34,94.092,84.573,0.52174,175.37,174.9,0.12363
-0.78841,4.2834,0.30947,171.58,163.43,93.958,84.471,0.52178,175.27,174.91,0.12333
