-4.7565,-11.959,0.27052,166.49,170.89,88.309,83.987,0.59434,175.46,177.25,0.13931
-4.7649,-11.925,0.2698,166.45,170.96,88.334,84.007,0.59466,175.31,177.24,0.13932
-4.7731,-11.891,0.26911,166.41,171.03,88.36,84.03,0.595,175.17,177.23,0.13934
-4.78,-11.86,0.26848,166.37,171.1,88.388,84.054,0.59535,175.03,177.21,0.13935
-4.7844,-11.832,0.26791,166.32,171.18,88.417,84.081,0.59571,174.89,177.18,0.13936
-4.7847,-11.807,0.26741,166.26,171.25,88.449,84.11,0.59608,174.76,177.15,0.13937
-4.7795,-11.786,0.267,166.2,171.32,88.483,84.143,0.59645,174.64,177.12,0.13937
-4.7668,-11.771,0.26668,166.14,171.39,88.519,84.179,0.59683,174.53,177.08,0.13938
-4.7448,-11.761,0.26644,166.06,171.46,88.558,84.219,0.5972,174.43,177.04,0.13937
-4.7118,-11.759,0.26629,165.99,171.53,88.6,84.263,0.59756,174.33,176.99,0.13937
-4.6658,-11.765,0.26621,165.9,171.6,88.644,84.31,0.5979,174.25,176.94,0.13936
-4.6053,-11.78,0.26621,165.82,171.65,88.692,84.362,0.59822,174.17,176.9,0.13934
-4.5289,-11.803,0.26626,165.73,171.71,88.743,84.417,0.59851,174.1,176.85,0.13932
-4.4358,-11.837,0.26636,165.64,171.76,88.797,84.475,0.59876,174.04,176.81,0.13929
-4.3257,-11.881,0.26648,165.55,171.8,88.853,84.537,0.59897,173.99,176.77,0.13926
-4.1988,-11.934,0.26662,165.46,171.84,88.912,84.6,0.59914,173.94,176.74,0.13923
-4.0562,-11.999,0.26676,165.37,171.88,88.973,84.666,0.59926,173.9,176.71,0.13919
-3.8999,-12.074,0.2669,165.29,171.91,89.036,84.733,0.59934,173.87,176.69,0.13915
-3.7326,-12.159,0.26702,165.2,171.94,89.099,84.801,0.59936,173.84,176.67,0.1391
-3.5579,-12.255,0.26712,165.12,171.98,89.163,84.868,0.59935,173.81,176.67,0.13905
-3.3802,-12.362,0.26719,165.04,172.02,89.227,84.934,0.59928,173.79,176.67,0.139
